TRG_sub,hemi,label_name,network_name,dice_coeff,dataset
100206,lh,ifrms,Auditory,0,HCP_discovery
100206,rh,ifrms,Auditory,0,HCP_discovery
100206,lh,ifrms,ControlA,0,HCP_discovery
100206,rh,ifrms,ControlA,0,HCP_discovery
100206,lh,ifrms,ControlB,0.574257425742574,HCP_discovery
100206,rh,ifrms,ControlB,0.941860465116279,HCP_discovery
100206,lh,ifrms,ControlC,0.684931506849315,HCP_discovery
100206,rh,ifrms,ControlC,0.198019801980198,HCP_discovery
100206,lh,ifrms,DefaultA,0.0540540540540541,HCP_discovery
100206,rh,ifrms,DefaultA,0,HCP_discovery
100206,lh,ifrms,DefaultB,0.0927152317880795,HCP_discovery
100206,rh,ifrms,DefaultB,0,HCP_discovery
100206,lh,ifrms,DefaultC,0,HCP_discovery
100206,rh,ifrms,DefaultC,0,HCP_discovery
100206,lh,ifrms,DorsalAttentionA,0,HCP_discovery
100206,rh,ifrms,DorsalAttentionA,0,HCP_discovery
100206,lh,ifrms,DorsalAttentionB,0,HCP_discovery
100206,rh,ifrms,DorsalAttentionB,0,HCP_discovery
100206,lh,ifrms,SomatomotorA,0,HCP_discovery
100206,rh,ifrms,SomatomotorA,0,HCP_discovery
100206,lh,ifrms,SomatomotorB,0,HCP_discovery
100206,rh,ifrms,SomatomotorB,0,HCP_discovery
100206,lh,ifrms,TemporalParietal,0,HCP_discovery
100206,rh,ifrms,TemporalParietal,0,HCP_discovery
100206,lh,ifrms,VentralAttentionA,0,HCP_discovery
100206,rh,ifrms,VentralAttentionA,0,HCP_discovery
100206,lh,ifrms,VentralAttentionB,0,HCP_discovery
100206,rh,ifrms,VentralAttentionB,0,HCP_discovery
100206,lh,ifrms,VisualA,0,HCP_discovery
100206,rh,ifrms,VisualA,0,HCP_discovery
100206,lh,ifrms,VisualB,0,HCP_discovery
100206,rh,ifrms,VisualB,0,HCP_discovery
100206,lh,ifrms,VisualC,0,HCP_discovery
100206,rh,ifrms,VisualC,0,HCP_discovery
100307,lh,ifrms,Auditory,0,HCP_discovery
100307,rh,ifrms,Auditory,0,HCP_discovery
100307,lh,ifrms,ControlA,0,HCP_discovery
100307,rh,ifrms,ControlA,0,HCP_discovery
100307,lh,ifrms,ControlB,0.702439024390244,HCP_discovery
100307,rh,ifrms,ControlB,0,HCP_discovery
100307,lh,ifrms,ControlC,0.46242774566474,HCP_discovery
100307,rh,ifrms,ControlC,1,HCP_discovery
100307,lh,ifrms,DefaultA,0.272727272727273,HCP_discovery
100307,rh,ifrms,DefaultA,0,HCP_discovery
100307,lh,ifrms,DefaultB,0,HCP_discovery
100307,rh,ifrms,DefaultB,0,HCP_discovery
100307,lh,ifrms,DefaultC,0,HCP_discovery
100307,rh,ifrms,DefaultC,0,HCP_discovery
100307,lh,ifrms,DorsalAttentionA,0,HCP_discovery
100307,rh,ifrms,DorsalAttentionA,0,HCP_discovery
100307,lh,ifrms,DorsalAttentionB,0,HCP_discovery
100307,rh,ifrms,DorsalAttentionB,0,HCP_discovery
100307,lh,ifrms,SomatomotorA,0,HCP_discovery
100307,rh,ifrms,SomatomotorA,0,HCP_discovery
100307,lh,ifrms,SomatomotorB,0,HCP_discovery
100307,rh,ifrms,SomatomotorB,0,HCP_discovery
100307,lh,ifrms,TemporalParietal,0,HCP_discovery
100307,rh,ifrms,TemporalParietal,0,HCP_discovery
100307,lh,ifrms,VentralAttentionA,0,HCP_discovery
100307,rh,ifrms,VentralAttentionA,0,HCP_discovery
100307,lh,ifrms,VentralAttentionB,0,HCP_discovery
100307,rh,ifrms,VentralAttentionB,0,HCP_discovery
100307,lh,ifrms,VisualA,0,HCP_discovery
100307,rh,ifrms,VisualA,0,HCP_discovery
100307,lh,ifrms,VisualB,0,HCP_discovery
100307,rh,ifrms,VisualB,0,HCP_discovery
100307,lh,ifrms,VisualC,0,HCP_discovery
100307,rh,ifrms,VisualC,0,HCP_discovery
100408,lh,ifrms,Auditory,0,HCP_discovery
100408,rh,ifrms,Auditory,0,HCP_discovery
100408,lh,ifrms,ControlA,0,HCP_discovery
100408,rh,ifrms,ControlA,0,HCP_discovery
100408,lh,ifrms,ControlB,0.761290322580645,HCP_discovery
100408,rh,ifrms,ControlB,0.515625,HCP_discovery
100408,lh,ifrms,ControlC,0.0408163265306122,HCP_discovery
100408,rh,ifrms,ControlC,0.560606060606061,HCP_discovery
100408,lh,ifrms,DefaultA,0.534351145038168,HCP_discovery
100408,rh,ifrms,DefaultA,0.416666666666667,HCP_discovery
100408,lh,ifrms,DefaultB,0,HCP_discovery
100408,rh,ifrms,DefaultB,0,HCP_discovery
100408,lh,ifrms,DefaultC,0,HCP_discovery
100408,rh,ifrms,DefaultC,0,HCP_discovery
100408,lh,ifrms,DorsalAttentionA,0,HCP_discovery
100408,rh,ifrms,DorsalAttentionA,0,HCP_discovery
100408,lh,ifrms,DorsalAttentionB,0,HCP_discovery
100408,rh,ifrms,DorsalAttentionB,0,HCP_discovery
100408,lh,ifrms,SomatomotorA,0,HCP_discovery
100408,rh,ifrms,SomatomotorA,0,HCP_discovery
100408,lh,ifrms,SomatomotorB,0,HCP_discovery
100408,rh,ifrms,SomatomotorB,0,HCP_discovery
100408,lh,ifrms,TemporalParietal,0,HCP_discovery
100408,rh,ifrms,TemporalParietal,0,HCP_discovery
100408,lh,ifrms,VentralAttentionA,0,HCP_discovery
100408,rh,ifrms,VentralAttentionA,0,HCP_discovery
100408,lh,ifrms,VentralAttentionB,0,HCP_discovery
100408,rh,ifrms,VentralAttentionB,0,HCP_discovery
100408,lh,ifrms,VisualA,0,HCP_discovery
100408,rh,ifrms,VisualA,0,HCP_discovery
100408,lh,ifrms,VisualB,0,HCP_discovery
100408,rh,ifrms,VisualB,0,HCP_discovery
100408,lh,ifrms,VisualC,0,HCP_discovery
100408,rh,ifrms,VisualC,0,HCP_discovery
100610,lh,ifrms,Auditory,0,HCP_discovery
100610,rh,ifrms,Auditory,0,HCP_discovery
100610,lh,ifrms,ControlA,0,HCP_discovery
100610,rh,ifrms,ControlA,0,HCP_discovery
100610,lh,ifrms,ControlB,0.888888888888889,HCP_discovery
100610,rh,ifrms,ControlB,0.845360824742268,HCP_discovery
100610,lh,ifrms,ControlC,0.333333333333333,HCP_discovery
100610,rh,ifrms,ControlC,0.422535211267606,HCP_discovery
100610,lh,ifrms,DefaultA,0,HCP_discovery
100610,rh,ifrms,DefaultA,0,HCP_discovery
100610,lh,ifrms,DefaultB,0,HCP_discovery
100610,rh,ifrms,DefaultB,0,HCP_discovery
100610,lh,ifrms,DefaultC,0,HCP_discovery
100610,rh,ifrms,DefaultC,0,HCP_discovery
100610,lh,ifrms,DorsalAttentionA,0,HCP_discovery
100610,rh,ifrms,DorsalAttentionA,0,HCP_discovery
100610,lh,ifrms,DorsalAttentionB,0,HCP_discovery
100610,rh,ifrms,DorsalAttentionB,0,HCP_discovery
100610,lh,ifrms,SomatomotorA,0,HCP_discovery
100610,rh,ifrms,SomatomotorA,0,HCP_discovery
100610,lh,ifrms,SomatomotorB,0,HCP_discovery
100610,rh,ifrms,SomatomotorB,0,HCP_discovery
100610,lh,ifrms,TemporalParietal,0,HCP_discovery
100610,rh,ifrms,TemporalParietal,0,HCP_discovery
100610,lh,ifrms,VentralAttentionA,0,HCP_discovery
100610,rh,ifrms,VentralAttentionA,0,HCP_discovery
100610,lh,ifrms,VentralAttentionB,0,HCP_discovery
100610,rh,ifrms,VentralAttentionB,0,HCP_discovery
100610,lh,ifrms,VisualA,0,HCP_discovery
100610,rh,ifrms,VisualA,0,HCP_discovery
100610,lh,ifrms,VisualB,0,HCP_discovery
100610,rh,ifrms,VisualB,0,HCP_discovery
100610,lh,ifrms,VisualC,0,HCP_discovery
100610,rh,ifrms,VisualC,0,HCP_discovery
101006,lh,ifrms,Auditory,0,HCP_discovery
101006,rh,ifrms,Auditory,0,HCP_discovery
101006,lh,ifrms,ControlA,0.137931034482759,HCP_discovery
101006,rh,ifrms,ControlA,0,HCP_discovery
101006,lh,ifrms,ControlB,0.363636363636364,HCP_discovery
101006,rh,ifrms,ControlB,0.828070175438597,HCP_discovery
101006,lh,ifrms,ControlC,0.826086956521739,HCP_discovery
101006,rh,ifrms,ControlC,0,HCP_discovery
101006,lh,ifrms,DefaultA,0,HCP_discovery
101006,rh,ifrms,DefaultA,0.453703703703704,HCP_discovery
101006,lh,ifrms,DefaultB,0,HCP_discovery
101006,rh,ifrms,DefaultB,0,HCP_discovery
101006,lh,ifrms,DefaultC,0,HCP_discovery
101006,rh,ifrms,DefaultC,0,HCP_discovery
101006,lh,ifrms,DorsalAttentionA,0,HCP_discovery
101006,rh,ifrms,DorsalAttentionA,0,HCP_discovery
101006,lh,ifrms,DorsalAttentionB,0,HCP_discovery
101006,rh,ifrms,DorsalAttentionB,0,HCP_discovery
101006,lh,ifrms,SomatomotorA,0,HCP_discovery
101006,rh,ifrms,SomatomotorA,0,HCP_discovery
101006,lh,ifrms,SomatomotorB,0,HCP_discovery
101006,rh,ifrms,SomatomotorB,0,HCP_discovery
101006,lh,ifrms,TemporalParietal,0,HCP_discovery
101006,rh,ifrms,TemporalParietal,0,HCP_discovery
101006,lh,ifrms,VentralAttentionA,0,HCP_discovery
101006,rh,ifrms,VentralAttentionA,0,HCP_discovery
101006,lh,ifrms,VentralAttentionB,0,HCP_discovery
101006,rh,ifrms,VentralAttentionB,0,HCP_discovery
101006,lh,ifrms,VisualA,0,HCP_discovery
101006,rh,ifrms,VisualA,0,HCP_discovery
101006,lh,ifrms,VisualB,0,HCP_discovery
101006,rh,ifrms,VisualB,0,HCP_discovery
101006,lh,ifrms,VisualC,0,HCP_discovery
101006,rh,ifrms,VisualC,0,HCP_discovery
101107,lh,ifrms,Auditory,0,HCP_discovery
101107,rh,ifrms,Auditory,0,HCP_discovery
101107,lh,ifrms,ControlA,0,HCP_discovery
101107,rh,ifrms,ControlA,0,HCP_discovery
101107,lh,ifrms,ControlB,0,HCP_discovery
101107,rh,ifrms,ControlB,0.988235294117647,HCP_discovery
101107,lh,ifrms,ControlC,0.992,HCP_discovery
101107,rh,ifrms,ControlC,0,HCP_discovery
101107,lh,ifrms,DefaultA,0,HCP_discovery
101107,rh,ifrms,DefaultA,0,HCP_discovery
101107,lh,ifrms,DefaultB,0,HCP_discovery
101107,rh,ifrms,DefaultB,0,HCP_discovery
101107,lh,ifrms,DefaultC,0,HCP_discovery
101107,rh,ifrms,DefaultC,0,HCP_discovery
101107,lh,ifrms,DorsalAttentionA,0,HCP_discovery
101107,rh,ifrms,DorsalAttentionA,0,HCP_discovery
101107,lh,ifrms,DorsalAttentionB,0,HCP_discovery
101107,rh,ifrms,DorsalAttentionB,0,HCP_discovery
101107,lh,ifrms,SomatomotorA,0,HCP_discovery
101107,rh,ifrms,SomatomotorA,0,HCP_discovery
101107,lh,ifrms,SomatomotorB,0,HCP_discovery
101107,rh,ifrms,SomatomotorB,0,HCP_discovery
101107,lh,ifrms,TemporalParietal,0,HCP_discovery
101107,rh,ifrms,TemporalParietal,0,HCP_discovery
101107,lh,ifrms,VentralAttentionA,0,HCP_discovery
101107,rh,ifrms,VentralAttentionA,0,HCP_discovery
101107,lh,ifrms,VentralAttentionB,0,HCP_discovery
101107,rh,ifrms,VentralAttentionB,0,HCP_discovery
101107,lh,ifrms,VisualA,0,HCP_discovery
101107,rh,ifrms,VisualA,0,HCP_discovery
101107,lh,ifrms,VisualB,0,HCP_discovery
101107,rh,ifrms,VisualB,0,HCP_discovery
101107,lh,ifrms,VisualC,0,HCP_discovery
101107,rh,ifrms,VisualC,0,HCP_discovery
180937,lh,ifrms,Auditory,0,HCP_discovery
180937,rh,ifrms,Auditory,0,HCP_discovery
180937,lh,ifrms,ControlA,0,HCP_discovery
180937,rh,ifrms,ControlA,0,HCP_discovery
180937,lh,ifrms,ControlB,0.991735537190083,HCP_discovery
180937,rh,ifrms,ControlB,0.257575757575758,HCP_discovery
180937,lh,ifrms,ControlC,0,HCP_discovery
180937,rh,ifrms,ControlC,0.92018779342723,HCP_discovery
180937,lh,ifrms,DefaultA,0,HCP_discovery
180937,rh,ifrms,DefaultA,0,HCP_discovery
180937,lh,ifrms,DefaultB,0,HCP_discovery
180937,rh,ifrms,DefaultB,0,HCP_discovery
180937,lh,ifrms,DefaultC,0,HCP_discovery
180937,rh,ifrms,DefaultC,0,HCP_discovery
180937,lh,ifrms,DorsalAttentionA,0,HCP_discovery
180937,rh,ifrms,DorsalAttentionA,0,HCP_discovery
180937,lh,ifrms,DorsalAttentionB,0,HCP_discovery
180937,rh,ifrms,DorsalAttentionB,0,HCP_discovery
180937,lh,ifrms,SomatomotorA,0,HCP_discovery
180937,rh,ifrms,SomatomotorA,0,HCP_discovery
180937,lh,ifrms,SomatomotorB,0,HCP_discovery
180937,rh,ifrms,SomatomotorB,0,HCP_discovery
180937,lh,ifrms,TemporalParietal,0,HCP_discovery
180937,rh,ifrms,TemporalParietal,0,HCP_discovery
180937,lh,ifrms,VentralAttentionA,0,HCP_discovery
180937,rh,ifrms,VentralAttentionA,0,HCP_discovery
180937,lh,ifrms,VentralAttentionB,0,HCP_discovery
180937,rh,ifrms,VentralAttentionB,0,HCP_discovery
180937,lh,ifrms,VisualA,0,HCP_discovery
180937,rh,ifrms,VisualA,0,HCP_discovery
180937,lh,ifrms,VisualB,0,HCP_discovery
180937,rh,ifrms,VisualB,0,HCP_discovery
180937,lh,ifrms,VisualC,0,HCP_discovery
180937,rh,ifrms,VisualC,0,HCP_discovery
268749,lh,ifrms,Auditory,0,HCP_discovery
268749,rh,ifrms,Auditory,0,HCP_discovery
268749,lh,ifrms,ControlA,0,HCP_discovery
268749,rh,ifrms,ControlA,0,HCP_discovery
268749,lh,ifrms,ControlB,0.380952380952381,HCP_discovery
268749,rh,ifrms,ControlB,0,HCP_discovery
268749,lh,ifrms,ControlC,0.716981132075472,HCP_discovery
268749,rh,ifrms,ControlC,1,HCP_discovery
268749,lh,ifrms,DefaultA,0.341463414634146,HCP_discovery
268749,rh,ifrms,DefaultA,0,HCP_discovery
268749,lh,ifrms,DefaultB,0,HCP_discovery
268749,rh,ifrms,DefaultB,0,HCP_discovery
268749,lh,ifrms,DefaultC,0,HCP_discovery
268749,rh,ifrms,DefaultC,0,HCP_discovery
268749,lh,ifrms,DorsalAttentionA,0,HCP_discovery
268749,rh,ifrms,DorsalAttentionA,0,HCP_discovery
268749,lh,ifrms,DorsalAttentionB,0,HCP_discovery
268749,rh,ifrms,DorsalAttentionB,0,HCP_discovery
268749,lh,ifrms,SomatomotorA,0,HCP_discovery
268749,rh,ifrms,SomatomotorA,0,HCP_discovery
268749,lh,ifrms,SomatomotorB,0,HCP_discovery
268749,rh,ifrms,SomatomotorB,0,HCP_discovery
268749,lh,ifrms,TemporalParietal,0,HCP_discovery
268749,rh,ifrms,TemporalParietal,0,HCP_discovery
268749,lh,ifrms,VentralAttentionA,0,HCP_discovery
268749,rh,ifrms,VentralAttentionA,0,HCP_discovery
268749,lh,ifrms,VentralAttentionB,0,HCP_discovery
268749,rh,ifrms,VentralAttentionB,0,HCP_discovery
268749,lh,ifrms,VisualA,0,HCP_discovery
268749,rh,ifrms,VisualA,0,HCP_discovery
268749,lh,ifrms,VisualB,0,HCP_discovery
268749,rh,ifrms,VisualB,0,HCP_discovery
268749,lh,ifrms,VisualC,0,HCP_discovery
268749,rh,ifrms,VisualC,0,HCP_discovery
365343,lh,ifrms,Auditory,0,HCP_discovery
365343,rh,ifrms,Auditory,0,HCP_discovery
365343,lh,ifrms,ControlA,0.278145695364238,HCP_discovery
365343,rh,ifrms,ControlA,0,HCP_discovery
365343,lh,ifrms,ControlB,0.243243243243243,HCP_discovery
365343,rh,ifrms,ControlB,0.622222222222222,HCP_discovery
365343,lh,ifrms,ControlC,0.169014084507042,HCP_discovery
365343,rh,ifrms,ControlC,0,HCP_discovery
365343,lh,ifrms,DefaultA,0.706467661691542,HCP_discovery
365343,rh,ifrms,DefaultA,0.680851063829787,HCP_discovery
365343,lh,ifrms,DefaultB,0,HCP_discovery
365343,rh,ifrms,DefaultB,0,HCP_discovery
365343,lh,ifrms,DefaultC,0.0882352941176471,HCP_discovery
365343,rh,ifrms,DefaultC,0.0625,HCP_discovery
365343,lh,ifrms,DorsalAttentionA,0.0303030303030303,HCP_discovery
365343,rh,ifrms,DorsalAttentionA,0,HCP_discovery
365343,lh,ifrms,DorsalAttentionB,0,HCP_discovery
365343,rh,ifrms,DorsalAttentionB,0,HCP_discovery
365343,lh,ifrms,SomatomotorA,0,HCP_discovery
365343,rh,ifrms,SomatomotorA,0,HCP_discovery
