"","sub","hemi","species","label","depth"
"570","c26","rh","chimp","csts-3",26.6115672975682
"571","c27","lh","chimp","csts-1",16.6838990611469
"572","c27","lh","chimp","csts-2",24.8880688416585
"573","c27","lh","chimp","csts-3",14.9025564039947
"574","c27","rh","chimp","csts-1",15.3956830804541
"575","c27","rh","chimp","csts-2",27.7207985708509
"576","c27","rh","chimp","csts-3",17.9453777699807
"577","c28","lh","chimp","csts-1",22.7665077923852
"578","c28","lh","chimp","csts-2",23.999824416267
"579","c28","lh","chimp","csts-3",16.9666375903142
"580","c28","rh","chimp","csts-1",25.3182848382242
"581","c28","rh","chimp","csts-2",26.8602718918795
"582","c28","rh","chimp","csts-3",19.4205911281981
"583","c29","lh","chimp","csts-1",12.8377704444371
"584","c29","lh","chimp","csts-2",26.7532830856583
"585","c29","lh","chimp","csts-3",20.3122712896119
"586","c29","rh","chimp","csts-1",16.4820734078454
"587","c29","rh","chimp","csts-2",25.836824282553
"588","c29","rh","chimp","csts-3",23.0680753659711
"589","c30","lh","chimp","csts-1",21.3105369405258
"590","c30","lh","chimp","csts-2",24.2156135483976
"591","c30","lh","chimp","csts-3",18.0866855408074
"592","c30","rh","chimp","csts-1",18.747872473899
"593","c30","rh","chimp","csts-2",27.3196283022519
"594","c30","rh","chimp","csts-3",21.9887018899018
